id,name,alias
4965,HOUSTON GRADUATE SCHOOL OF THEOLOGY,
4966,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,
4967,HOUSTON TRAINING SCHOOL-MAIN CAMPUS,
4968,WINDWARD COMMUNITY COLLEGE,WINDWARD CC / WCC
4969,EAST TEXAS BAPTIST UNIVERSITY,
4970,OHIO VALLEY UNIVERSITY,
4971,FORTIS COLLEGE-BATON ROUGE,
4972,JACKSONVILLE UNIVERSITY,JU
4973,EDWARD WATERS COLLEGE,
4974,EASTERN NAZARENE COLLEGE,ENC
4975,TWIN CITY BEAUTY COLLEGE,"TWIN CITY BEAUTY COLLEGE,TRAVERSE CITY BEAUTY COLLEGE,MICHIANA BEAUTY COLLEGE AND TULIP BEAUTY COLLEGE TULIP CITY BEAUTY COLLEGE"
4976,WESTERN THEOLOGICAL SEMINARY,
4977,WASHTENAW COMMUNITY COLLEGE,
4978,CANISIUS COLLEGE,CANISIUS
4979,NOTRE DAME OF MARYLAND UNIVERSITY,NDMU
4980,CARROLL COMMUNITY COLLEGE,
4981,CARRINGTON COLLEGE-TUCSON,
4982,OCEAN CORPORATION,
4983,COLLEGE OF BIBLICAL STUDIES-HOUSTON,
4984,THE ART INSTITUTE OF HOUSTON,
4985,SOUTHWESTERN CHRISTIAN COLLEGE,
4986,SCHREINER UNIVERSITY,
4987,SOUTH TEXAS BARBER COLLEGE INC,
4988,TEXAS COLLEGE,TC
4989,AMERICAN COLLEGE FOR MEDICAL CAREERS,
4990,SEBRING CAREER SCHOOLS-HUNTSVILLE,
4991,LAREDO BEAUTY COLLEGE INC,
4992,ENSIGN COLLEGE,ENSIGN COLLEGE
4993,AMERICAN MEDICAL SCIENCES CENTER,
4994,SOVAH SCHOOL OF HEALTH PROFESSIONS,
4995,EASTERN MENNONITE UNIVERSITY,EASTERN MENNONITE UNIV EMU UNIVERSITY EMU COLLEGE EMU EASTERN MENNONITE EASTERN MENNONITE COLLEGE EMC EASTERN MENNONITE SEMINARY EASTERN MENONITE
4996,BELLIN COLLEGE,
4997,HERZING UNIVERSITY-MADISON,
4998,STATE COLLEGE OF BEAUTY CULTURE INC,
4999,MEREDITH COLLEGE,MEREDITH|MERIDITH
5000,BELHAVEN UNIVERSITY,
5001,JACKSON STATE UNIVERSITY,
5002,BATON ROUGE COMMUNITY COLLEGE,BRCC
5003,SPALDING UNIVERSITY,SPALDING
5004,CURRY COLLEGE,
5005,DUTCHESS COMMUNITY COLLEGE,DCC|DUTCHESS
5006,LIBERTY JUNIOR COLLEGE,
5007,VANGUARD COLLEGE OF COSMETOLOGY-METAIRIE,
5008,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,
5009,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,
5010,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES,UNIVERSITY OF ST. AUGUSTINE
5011,TRICOCI UNIVERSITY OF BEAUTY CULTURE-CHICAGO NE,CNE
5012,UNION COUNTY VOCATIONAL TECHNICAL SCHOOL,
5013,GRANTHAM UNIVERSITY,
5014,IMMOKALEE TECHNICAL COLLEGE,ITECH COLLEGE
5015,UNIVERSITY OF SOUTH FLORIDA-ST PETERSBURG,
5016,UNIVERSITY OF SOUTH FLORIDA-SARASOTA-MANATEE,
5017,TOTAL IMAGE BEAUTY ACADEMY,
5018,OXFORD ACADEMY OF HAIR DESIGN INC,
5019,INSTITUTE OF WORLD POLITICS,
5020,MEDICAL INSTITUTE OF PALM BEACH,
5021,LOVE BEAUTY SCHOOL INC,
5022,EMPIRE BEAUTY SCHOOL-LAUDERHILL,
5023,EMPIRE BEAUTY SCHOOL-SPRING LAKE PARK,
5024,VANGUARD COLLEGE OF COSMETOLOGY-BATON ROUGE,"VANGUARD COLLEGE OF COSMETOLOGY, A PAUL MITCHELL PARTNER SCHOOL"
5025,UNIVERSITY OF MINNESOTA-ROCHESTER,
5026,HEALTH AND STYLE INSTITUTE,
5027,COLLEGE OF BUSINESS AND TECHNOLOGY-CUTLER BAY,CBT COLLEGE - CUTLER BAY
5028,FRONTIER NURSING UNIVERSITY,
5029,GEORGETOWN COLLEGE,
5030,NER ISRAEL RABBINICAL COLLEGE,
5031,BECKER COLLEGE,
5032,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,
5033,MONTSERRAT COLLEGE OF ART,
5034,COLLEGE OF OUR LADY OF THE ELMS,ELMS COLLEGE
5035,ROB ROY ACADEMY-TAUNTON,
5036,BAY DE NOC COMMUNITY COLLEGE,BAY COLLEGE
5037,WEST SHORE COMMUNITY COLLEGE,
5038,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,
5039,HERZING UNIVERSITY-MINNEAPOLIS,
5040,SAINT MARY'S UNIVERSITY OF MINNESOTA,
5041,UNIVERSITY OF ST THOMAS,UNIVERSITY OF SAINT THOMAS
5042,EMPIRE BEAUTY SCHOOL-BLOOMINGTON,
5043,UNIVERSITY OF SOUTHERN MISSISSIPPI,
5044,GRAND RIVER TECHNICAL SCHOOL,
5045,COVENANT THEOLOGICAL SEMINARY,COVENANT|COVENANT SEMINARY|CTS|FRANCIS SCHAEFFER INSTITUTE|FSI|CENTER FOR MINISTRY LEADERSHIP|CML
5046,UNIVERSITY OF MISSOURI-COLUMBIA,
5047,RANKEN TECHNICAL COLLEGE,"RANKEN TECHNICAL COLLEGE, RANKEN TECHNICAL INSTITUTE, THE DAVID RANKEN,JR. SCHOOL OF MECHANICAL TRADES"
5048,ROLLA TECHNICAL INSTITUTE/CENTER,
5049,SAINT LOUIS UNIVERSITY,
5050,SALEM COLLEGE OF HAIRSTYLING,
5051,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,ST. LOUIS COLLEGE OF PHARMACY
5052,MONTANA STATE UNIVERSITY,MSU
5053,UNIVERSITY OF NEBRASKA MEDICAL CENTER,UNMC
5054,CONTINENTAL ACADEMIE OF HAIR DESIGN-HUDSON,
5055,EMPIRE BEAUTY SCHOOL-LACONIA,
5056,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,
5057,NHTI-CONCORD'S COMMUNITY COLLEGE,NHTI NEW HAMPSHIRE TECHNICAL INSTITUTE
5058,ADULT AND CONTINUING EDUCATION-BCTS,BERGEN COUNTY TECHNICAL SCHOOLS
5059,EASTWICK COLLEGE-NUTLEY,
5060,P B COSMETOLOGY EDUCATION CENTER,
5061,PENNCO TECH-BLACKWOOD,
5062,ROBERT FIANCE BEAUTY SCHOOLS,
5063,ST FRANCIS MEDICAL CENTER-SCHOOL OF RADIOLOGIC TECHNOLOGY,
5064,SETON HALL UNIVERSITY,
5065,INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVELOPMENT,INSTITUTE OF AMERICAN INDIAN ARTS
5066,UNIVERSITY OF NEW MEXICO-GALLUP CAMPUS,UNM-GALLUP
5067,ALLEN SCHOOL-BROOKLYN,ALLEN SCHOOL OF HEALTH SCIENCES - BROOKLYN
5068,PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL,
5069,ST PAUL'S SCHOOL OF NURSING-QUEENS,SVCMCNY SCHOOL OF NURSING B & Q
5070,CLARKSON UNIVERSITY,
5071,COCHRAN SCHOOL OF NURSING,
5072,COLLEGE OF STATEN ISLAND CUNY,STATEN ISLAND | CSI | COLLEGE OF STATEN ISLAND
5073,CUNY HOSTOS COMMUNITY COLLEGE,HOSTOS | HOSTOS CC | HOSTOS COMMUNITY COLLEGE
5074,CUNY QUEENSBOROUGH COMMUNITY COLLEGE,QCC | QUEENSBOROUGH CC | QUEENSBOROUGH COMMUNITY COLLEGE
5075,CUNY YORK COLLEGE,YORK | YORK COLLEGE
5076,DOMINICAN COLLEGE OF BLAUVELT,DOMINICAN COLLEGE
5077,FULTON-MONTGOMERY COMMUNITY COLLEGE,FM
5078,LONG ISLAND BUSINESS INSTITUTE,LIBI
5079,MANHATTAN COLLEGE,
5080,MARIA COLLEGE OF ALBANY,
5081,MARION S WHELAN SCHOOL OF NURSING OF GENEVA GENERAL HOSPITAL,MSWSPN GENEVA SCHOOL OF PRACTICAL NURSING
5082,NEW YORK SCHOOL FOR MEDICAL AND DENTAL ASSISTANTS,
5083,NYACK COLLEGE,
5084,PAUL SMITHS COLLEGE OF ARTS AND SCIENCE,PAUL SMITH'S COLLEGE
5085,PLAZA COLLEGE,
5086,SARAH LAWRENCE COLLEGE,
5087,SUNY-SYSTEM OFFICE,STATE UNIVERSITY OF NEW YORK SYSTEM ADMINISTRATION
5088,SUNY COLLEGE OF TECHNOLOGY AT ALFRED,ALFRED STATE COLLEGE
5089,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL,SUNY COBLESKILL
5090,BINGHAMTON UNIVERSITY,BINGHAMTON UNIVERSITY
5091,GREENSBORO COLLEGE,
5092,NORTH CAROLINA A & T STATE UNIVERSITY,NCAT
5093,MID-ATLANTIC CHRISTIAN UNIVERSITY,
5094,WESTERN CAROLINA UNIVERSITY,WESTERN
5095,EHOVE CAREER CENTER,
5096,HONDROS COLLEGE OF NURSING,
5097,CASAL AVEDA INSTITUTE,
5098,KENT STATE UNIVERSITY AT STARK,
5099,KENT STATE UNIVERSITY AT TUSCARAWAS,
5100,KENYON COLLEGE,
5101,VET TECH INSTITUTE,
5102,TRIANGLE TECH INC-GREENSBURG,
5103,CAMEO COLLEGE OF ESSENTIAL BEAUTY,
5104,EVANS HAIRSTYLING COLLEGE-ST GEORGE,
5105,EAGLE GATE COLLEGE-MURRAY,
5106,THE UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE,UVA WISE
5107,VIRGINIA HIGHLANDS COMMUNITY COLLEGE,VHCC
5108,TONI & GUY HAIRDRESSING ACADEMY-SHORELINE,EVERGREEN BEAUTY COLLEGE (SHORELINE)
5109,CENTER FOR ADVANCED STUDIES ON PUERTO RICO AND THE CARIBBEAN,CENTRO DE ESTUDIOS AVANZADOS
5110,INSTITUTO TECNOLOGICO DE PUERTO RICO-RECINTO DE GUAYAMA,TECNOLOGICO / ITPR
5111,INTER AMERICAN UNIVERSITY OF PUERTO RICO-FAJARDO,
5112,INTER AMERICAN UNIVERSITY OF PUERTO RICO-BAYAMON,
5113,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF LAW,
5114,NUC UNIVERSITY,
5115,PURDUE UNIVERSITY-MAIN CAMPUS,PURDUE-WEST LAFAYETTE|PURDUE|PU|PURDUE-WL
5116,TRAXLERS SCHOOL OF HAIR,
5117,RED RIVER TECHNOLOGY CENTER,
5118,UNIVERSAL TECHNICAL INSTITUTE OF ILLINOIS INC,"UTI OF ILLINOIS, INC. UNIVERSAL TECHNICAL INSTITUTE UTI-IL UTI-GLENDALE HEIGHTS"
5119,ROB ROY ACADEMY-WORCESTER,
5120,ALL-STATE CAREER-BALTIMORE,
5121,ACADEMY OF HAIR DESIGN-JACKSON,
5122,LINCOLN TECHNICAL INSTITUTE-MOORESTOWN,
5123,SHARPS ACADEMY OF HAIR STYLING,SHARP'S
5124,ALHAMBRA BEAUTY COLLEGE,
5125,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES,GREATER SOUTHERN TIER BOCES
5126,SOUTHWEST INSTITUTE OF HEALING ARTS,SWIHA
5127,TRIANGLE TECH INC-SUNBURY,
5128,ECCLESIA COLLEGE,
5129,ARKANSAS STATE UNIVERSITY SYSTEM,ASU SYSTEM
5130,TRIANGLE TECH INC-BETHLEHEM,
5131,ARIZONA CULINARY INSTITUTE,
5132,ALABAMA A & M UNIVERSITY,AAMU
5133,UNIVERSITY OF ALABAMA AT BIRMINGHAM,
5134,UNIVERSITY OF ALABAMA SYSTEM OFFICE,
5135,HERZING UNIVERSITY-BIRMINGHAM,
5136,UNIVERSITY OF WEST ALABAMA,
5137,MARION MILITARY INSTITUTE,
5138,UNIVERSITY OF NORTH ALABAMA,UNA
5139,TUSKEGEE UNIVERSITY,
5140,GLENDALE COMMUNITY COLLEGE,
5141,BAPTIST HEALTH COLLEGE LITTLE ROCK,BHCLR
5142,ARKANSAS STATE UNIVERSITY THREE RIVERS,ASUTR
5143,LANEY COLLEGE,
5144,LASSEN COMMUNITY COLLEGE,
5145,NORTH ADRIAN'S COLLEGE OF BEAUTY INC,NORTH ADRIAN'S COLLEGE OF BEAUTY ADRIANS BEAUTY COLLEGE OF TRACY ADRIAN'S BEAUTY COLLEGE
5146,SALON SUCCESS ACADEMY-UPLAND,
5147,THE SALON PROFESSIONAL ACADEMY-GRAND JUNCTION,
5148,ALASKA PACIFIC UNIVERSITY,
5149,ATHENS STATE UNIVERSITY,
5150,J. F. DRAKE STATE COMMUNITY AND TECHNICAL COLLEGE,DRAKE STATE
5151,SNEAD STATE COMMUNITY COLLEGE,
5152,NORTHWEST COLLEGE-TUALATIN,NORTHWEST COLLEGE - SCHOOL OF BEAUTY
5153,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,UNIVERSTIY OF ARKANSAS RICH MOUNTAIN
5154,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS
5155,UNIVERSITY OF ARKANSAS SYSTEM OFFICE,
5156,EAST VALLEY INSTITUTE OF TECHNOLOGY,EVIT
5157,MIDWESTERN UNIVERSITY-GLENDALE,
5158,THE SALON PROFESSIONAL ACADEMY-MELBOURNE,
5159,GRINNELL COLLEGE,GRINNELL
5160,MANHATTAN AREA TECHNICAL COLLEGE,MATC
5161,CELEBRITY STYLIST BEAUTY SCHOOL,
5162,LOUISIANA STATE UNIVERSITY-ALEXANDRIA,LSUA
5163,PINEVILLE BEAUTY SCHOOL,
5164,NUNEZ COMMUNITY COLLEGE,
5165,LOUISIANA ACADEMY OF BEAUTY,LA ACADEMY OF BEAUTY
5166,NORTHWEST LOUISIANA TECHNICAL COMMUNITY COLLEGE,NLTCC OR NORTHWEST LTCC
5167,STONEHILL COLLEGE,
5168,BERKELEY COLLEGE-WOODLAND PARK,BERKELEY COLLEGE WOODLAND PARK CAMPUS | BERKELEY COLLEGE PARAMUS CAMPUS | BERKELEY COLLEGE MIDDLESEX CAMPUS | BERKELEY COLLEGE NEWARK CAMPUS | BERKELEY COLLEGE DOVER CAMPUS | BERKELEY COLLEGE CLIFTON CAMPUS | BERKELEY COLLEGE ONLINE
5169,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,WCU
5170,PIEDMONT VIRGINIA COMMUNITY COLLEGE,PVCC
5171,CENTRAL VIRGINIA COMMUNITY COLLEGE,
5172,LIBERTY UNIVERSITY,
5173,WESTERN WYOMING COMMUNITY COLLEGE,WWCC|WESTERN|WESTERN WYOMING COLLEGE
5174,UNIVERSITY OF ARKANSAS-PULASKI TECHNICAL COLLEGE,UA-PULASKI TECH
5175,BARRY UNIVERSITY,
5176,TRINITY COLLEGE OF FLORIDA,
5177,FLAGLER COLLEGE,FLAGLER
5178,STETSON UNIVERSITY,
5179,HOLYOKE COMMUNITY COLLEGE,
5180,FITCHBURG STATE UNIVERSITY,FITCHBURG STATE
5181,CLARK UNIVERSITY,
5182,COLLEGE OF THE HOLY CROSS,HOLY CROSS
5183,INVER HILLS COMMUNITY COLLEGE,IHCC
5184,AVILA UNIVERSITY,
5185,MISSOURI BAPTIST UNIVERSITY,MBU
5186,CREIGHTON UNIVERSITY,
5187,COLLEGE OF SAINT MARY,
5188,SIENA COLLEGE,
5189,HUDSON VALLEY COMMUNITY COLLEGE,
5190,ROCKLAND COMMUNITY COLLEGE,
5191,LOS ANGELES PACIFIC UNIVERSITY,
5192,ALASKA CHRISTIAN COLLEGE,
5193,TONI & GUY HAIRDRESSING ACADEMY-CRANSTON,
5194,ROSS MEDICAL EDUCATION CENTER-BATTLE CREEK,
5195,CHAMBERLAIN UNIVERSITY-FLORIDA,CHAMBERLAIN COLLEGE OF NURSING-JACKSONVILLE CHAMBERLAIN COLLEGE OF NURSING-MIRAMAR
5196,TENAJ SALON INSTITUTE,
5197,HOUSTON INTERNATIONAL COLLEGE CARDIOTECH ULTRASOUND SCHOOL,
5198,DUVALL'S SCHOOL OF COSMETOLOGY,
5199,TEXAS BEAUTY COLLEGE,
5200,CALIFORNIA COLLEGE SAN DIEGO-COLLEGEAMERICA-PHOENIX,
5201,RENAISSANCE ACADEMIE,
5202,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-COLUMBUS,
5203,EMPIRE BEAUTY SCHOOL-JACKSON,
5204,EMPIRE BEAUTY SCHOOL-SPRINGFIELD,
5205,EMPIRE BEAUTY SCHOOL-PARAMUS,
5206,EMPIRE BEAUTY SCHOOL-MORROW,
5207,STRAYER UNIVERSITY-ARKANSAS,
5208,ALL BEAUTY COLLEGE,
5209,UNITEK COLLEGE,
5210,THE SALON PROFESSIONAL ACADEMY-COLORADO SPRINGS,TSPA
5211,UNIVERSAL SPA TRAINING ACADEMY,
5212,THE SALON PROFESSIONAL ACADEMY-EVANSVILLE,
5213,MILAN INSTITUTE OF COSMETOLOGY-LA QUINTA,
5214,MILAN INSTITUTE-BOISE,
5215,UNIVERSITY ACADEMY OF HAIR DESIGN,
5216,WADE GORDON HAIRDRESSING ACADEMY,
5217,AMERICAN SCHOOL OF NURSING AND MEDICAL CAREERS,
5218,HARRIS SCHOOL OF BUSINESS-UPPER DARBY CAMPUS,
5219,HAWAII MEDICAL COLLEGE,
5220,CAROLINA COLLEGE OF HAIR DESIGN,
5221,STEVENS-HENAGER COLLEGE,
5222,OGLE SCHOOL HAIR SKIN NAILS-NORTH DALLAS,OGLE SCHOOL
5223,THE SALON PROFESSIONAL ACADEMY-NORTH LITTLE ROCK,TSPA LITTLE ROCK
5224,NATIONAL PARALEGAL COLLEGE,
5225,WEST COAST UNIVERSITY-DALLAS,
5226,NATIONAL AMERICAN UNIVERSITY-BELLEVUE,
5227,FLAGLER TECHNICAL COLLEGE,FTC
5228,GALAXY MEDICAL COLLEGE,
5229,JOSE MARIA VARGAS UNIVERSITY,"JMVU, VARGAS UNIVERSITY"
5230,AMERICAN ACADEMY OF HEALTH AND BEAUTY,
5231,D A DORSEY TECHNICAL COLLEGE,
5232,ADVANCED COLLEGE OF COSMETOLOGY,
5233,MYCOMPUTERCAREER.EDU-RALEIGH,"MYCOMPUTERCAREER.COM, MYCOMPUTERCAREER.EDU, MYCOMPUTERCAREER"
5234,WARNER PACIFIC UNIVERSITY PROFESSIONAL AND GRADUATE STUDIES,WARNER PACIFIC UNIVERSITY PGS
5235,MOHAVE COMMUNITY COLLEGE,
5236,WESTERN ILLINOIS UNIVERSITY,
5237,HEARTLAND COMMUNITY COLLEGE,
5238,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-ROCKFORD,
5239,LAKE AREA TECHNICAL COLLEGE,LATC/LAKE AREA TECH
5240,KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,KBOCC
5241,MAUNA LOA HELICOPTERS,"HAWAII PACIFIC AVIATION,INC. DBA MAUNA LOA HELICOPTERS"
5242,SANTA ANA BEAUTY ACADEMY,
5243,EVOLVE BEAUTY ACADEMY,
5244,BERGIN UNIVERSITY OF CANINE STUDIES,
5245,CAPILO SCHOOL OF HAIR DESIGN,D/B/A AVEDA INSTITUTE MAINE A CAPILO SCHOOL
5246,PURE AESTHETICS NATURAL SKINCARE SCHOOL,
5247,LINDSEY INSTITUTE OF COSMETOLOGY,
5248,BUCKNER BARBER SCHOOL,
5249,PALMER COLLEGE OF CHIROPRACTIC,
5250,ST LUKE'S COLLEGE,
5251,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF RHODE ISLAND,NETTTS
5252,TEXAS A & M UNIVERSITY-SYSTEM OFFICE,
5253,UNIVERSITY OF VERMONT,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE UVM UVT VERMONT
5254,SENTARA COLLEGE OF HEALTH SCIENCES,SENTARA COLLEGE
5255,FORTIS COLLEGE-NORFOLK,VIRGINIA CAREER INSTITUTE
5256,BON SECOURS MEMORIAL COLLEGE OF NURSING,
5257,RIVERSIDE COLLEGE OF HEALTH CAREERS,
5258,PAROBA COLLEGE OF COSMETOLOGY,
5259,PIERCE COLLEGE DISTRICT,PIERCE COLLEGE
5260,NORTH SEATTLE COLLEGE,NSCC|NORTH SEATTLE NSC
5261,PACIFIC LUTHERAN UNIVERSITY,PLU
5262,RENTON TECHNICAL COLLEGE,
5263,BEN FRANKLIN CAREER CENTER,
5264,CABELL COUNTY CAREER TECHNOLOGY CENTER,
5265,JAMES RUMSEY TECHNICAL INSTITUTE,
5266,RALPH R WILLIS CAREER AND TECHNICAL CENTER,
5267,MARSHALL UNIVERSITY,
5268,MERCER COUNTY TECHNICAL EDUCATION CENTER,MCTEC
5269,CARDINAL STRITCH UNIVERSITY,STRITCH
5270,EDGEWOOD COLLEGE,
5271,MARIAN UNIVERSITY,MARIAN UNIVERSITY OF FOND DU LAC
5272,UNIVERSITY OF WISCONSIN-WHITEWATER,
5273,ROSS COLLEGE-QUAD CITIES,
5274,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY,LOS ANGELES CAMPUS
5275,INSTITUTE OF TECHNOLOGY,FRESNO INSTITUTE OF TECHNOLOGY | INSTITUTE OF TECHNOLOGY | FIT | IT | FRESNO'S INSTITUTE OF TECHNOLOGY
5276,AMERICAN UNIVERSITY OF HEALTH SCIENCES,AUHS
5277,CAREER NETWORKS INSTITUTE,CNI COLLEGE
5278,CALIFORNIA AERONAUTICAL UNIVERSITY,CALIFORNIA AERONAUTICAL UNIVERSITY
5279,CARRINGTON COLLEGE-PLEASANT HILL CAMPUS,
5280,RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT OFFICE,RSCCD
5281,MY LE'S BEAUTY COLLEGE,
5282,SHAWNEE BEAUTY COLLEGE,
5283,EMPIRE BEAUTY SCHOOL-KENNESAW,
5284,ANTIOCH UNIVERSITY-SYSTEM ADMINISTRATION,
5285,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,HCCTC
5286,MARLBORO COLLEGE GRADUATE & PROFESSIONAL STUDIES,
5287,MIAMI AD SCHOOL-SAN FRANCISCO,
5288,MILAN INSTITUTE-AMARILLO,
5289,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-CHARLESTON,
5290,AMERICAN CAREER COLLEGE-ANAHEIM,
5291,NORTHWEST COLLEGE-HILLSBORO,NORTHWEST COLLEGE - SCHOOL OF BEAUTY
5292,DESIGN'S SCHOOL OF COSMETOLOGY,
5293,HEALING MOUNTAIN MASSAGE SCHOOL,HEALING MTN. SCHOOL
5294,EASTERN VIRGINIA CAREER COLLEGE,
5295,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,PA COLLEGE
5296,WEST VIRGINIA JUNIOR COLLEGE-BRIDGEPORT,
5297,ANTIOCH UNIVERSITY-PHD PROGRAM IN LEADERSHIP AND CHANGE,
5298,PACIFIC COLLEGE OF HEALTH SCIENCE-CHICAGO,
5299,DALLAS BARBER & STYLIST COLLEGE,
5300,JAY'S TECHNICAL INSTITUTE,JAY'S BARBER COLLEGE JTI JAY'S BEAUTY COLLEGE
5301,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,NTMA LA/NTMA TRAINING CENTERS NTMA TRAINING CENTERS TRAINING CENTERS OF SOUTHERN CALIFORNIA LOS ANGELES CHAPTER NATIONAL TOOLING & MACHINING ASSOCIATION TRAINING CENTER TRUST
5302,SOUTHEASTERN COLLEGE-CHARLESTON,
5303,INTERACTIVE COLLEGE OF TECHNOLOGY,
5304,UNIVERSITY OF NORTH TEXAS SYSTEM,
5305,ALTIERUS CAREER COLLEGE-NORCROSS,
5306,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-SOUTH DAYTON,
5307,BYZANTINE CATHOLIC SEMINARY OF SAINTS CYRIL AND METHODIUS,B.C.S.
5308,HUSSIAN COLLEGE-DAYMAR COLLEGE MURFREESBORO,HUSSIAN COLLEGE - DAYMAR COLLEGE MURFREESBORO
5309,EMPIRE BEAUTY SCHOOL-MIDLOTHIAN,
5310,EMPIRE BEAUTY SCHOOL-WEST MIFFLIN,
5311,CAREER BEAUTY COLLEGE,
5312,STELLAR CAREER COLLEGE,STELLAR CAREER COLLEGE
5313,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS-AUSTIN,ESCOFFIER - AUSTIN
5314,CULINARY INSTITUTE INC,CULINARY INSTITUTE LENOTRE
5315,NIGHTINGALE COLLEGE,
5316,AMERICAN INTERCONTINENTAL UNIVERSITY-HOUSTON,AIU HOUSTON
5317,NORTH-WEST COLLEGE-RIVERSIDE,
5318,NEUMONT COLLEGE OF COMPUTER SCIENCE,
5319,COSMETOLOGY SCHOOL OF ARTS AND SCIENCE LLC,CSAS
5320,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,ASAOM
5321,CALC INSTITUTE OF TECHNOLOGY,CALC|CALC INST. OF TECH.|CALC INS OF TECH|CALC INSTITUTE
5322,CAREER CARE INSTITUTE,
5323,COMMUNITY CHRISTIAN COLLEGE,CCC
5324,CULPEPER COSMETOLOGY TRAINING CENTER,
5325,EVERGREEN BEAUTY AND BARBER COLLEGE-EVERETT,
5326,JOHN D ROCKEFELLER IV CAREER CENTER,
5327,PRECISION MANUFACTURING INSTITUTE,
5328,STANBRIDGE UNIVERSITY,
5329,SAN JOAQUIN VALLEY COLLEGE-MODESTO,
5330,BARTON COUNTY COMMUNITY COLLEGE,BARTON COMMUNITY COLLEGE
5331,ALPENA COMMUNITY COLLEGE,
5332,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,NWCC
5333,METROPOLITAN COMMUNITY COLLEGE AREA,
5334,OHIO STATE UNIVERSITY AGRICULTURAL TECHNICAL INSTITUTE,
5335,UNIVERSITY OF AKRON WAYNE COLLEGE,
5336,OKLAHOMA CITY COMMUNITY COLLEGE,"OCCC, O TRIPLE C, O TRIP, O TRIP C,"
5337,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY,
5338,OKLAHOMA STATE UNIVERSITY-MAIN CAMPUS,
5339,MERIDIAN TECHNOLOGY CENTER,
5340,EAST CENTRAL UNIVERSITY,ECU
5341,SEMINOLE STATE COLLEGE,
5342,OKLAHOMA PANHANDLE STATE UNIVERSITY,"OPSU, PANHANDLE, PANHANDLE STATE"
5343,NORTHWESTERN OKLAHOMA STATE UNIVERSITY,NWOSU|NORTHWESTERN OKLA STATE|NORTHWESTERN OKLAHOMA STATE|
5344,SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA,
5345,PENNSYLVANIA STATE UNIVERSITY-PENN STATE FAYETTE- EBERLY,
5346,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,
5347,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,
5348,ROANE STATE COMMUNITY COLLEGE,
5349,ANGELINA COLLEGE,AC
5350,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC,TCC/TXCHIROCOLLEGE/
5351,AVERETT UNIVERSITY,AU
5352,RICHARD BLAND COLLEGE,"RICHARD BLAND, RICHARD BLAND JUNIOR COLLEGE, RICHARD BLAND COLLEGE, RBC, RICHARD BLAND COLLEGE OF WILLIAM & MARY"
5353,NORWICH UNIVERSITY,
5354,WENATCHEE VALLEY COLLEGE,WVC
5355,PENINSULA COLLEGE,
5356,GRAYS HARBOR COLLEGE,GHC
5357,GREEN RIVER COLLEGE,GRC
5358,UNIVERSITY OF WISCONSIN-EAU CLAIRE,
5359,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,SOUTHWEST TECH
