id,name,alias
1571,TAYLOR COLLEGE,
1572,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,
1573,TRUETT MCCONNELL UNIVERSITY,
1574,MILLENNIUM TRAINING INSTITUTE,
1575,ELEVATE SALON INSTITUTE,
1576,TALMUDICAL SEMINARY OF BOBOV,
1577,CENTER FOR ALLIED HEALTH EDUCATION,ALLIED HEALTH PROGRAMS LLC
1578,MONROE 2 ORLEANS BOCES-CENTER FOR WORKFORCE DEVELOPMENT,BOCES 2 CWD
1579,CALIFORNIA CAREER SCHOOL,
1580,MARSHALL B KETCHUM UNIVERSITY,FORMERLY SOUTHERN CALIFORNIA COLLEGE OF OPTOMETRY
1581,PACIFIC COLLEGE,
1582,AMERICAN HAIR ACADEMY,
1583,UNITYPOINT HEALTH-DES MOINES SCHOOL OF RADIOLOGIC TECHNOLOGY,
1584,IOWA STATE UNIVERSITY,ISU
1585,LA JAMES INTERNATIONAL COLLEGE-FT DODGE,
1586,IOWA WESLEYAN UNIVERSITY,
1587,CHICAGO THEOLOGICAL SEMINARY,
1588,CATHOLIC THEOLOGICAL UNION AT CHICAGO,CTU
1589,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,
1590,GREAT LAKES CHRISTIAN COLLEGE,
1591,ROSS MEDICAL EDUCATION CENTER-SAGINAW,
1592,COLLEGE OF SAINT BENEDICT,SAINT BENEDICT
1593,RASMUSSEN UNIVERSITY-MINNESOTA,
1594,JONES COUNTY JUNIOR COLLEGE,
1595,CAREER QUEST LEARNING CENTERS-LANSING,CAREER QUEST
1596,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,"ARI BEN AVIATOR,INC."
1597,BRITTANY BEAUTY ACADEMY,
1598,EMPIRE COLLEGE,
1599,"FIRST INSTITUTE OF TRAVEL, INC.",FIRST INSTITUTE
1600,HAIRMASTERS INSTITUTE OF COSMETOLOGY,
1601,ALLEGHENY WESLEYAN COLLEGE,
1602,WESTCHESTER SCHOOL OF BEAUTY CULTURE,
1603,MORGAN STATE UNIVERSITY,
1604,MONMOUTH COLLEGE,
1605,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-STERLING,
1606,PROFESSIONAL'S CHOICE HAIR DESIGN ACADEMY,
1607,ROCKFORD UNIVERSITY,ROCKFORD COLLEGE
1608,GRACE COLLEGE AND THEOLOGICAL SEMINARY,
1609,TABOR COLLEGE,TABOR|TC
1610,CENTRAL CHRISTIAN COLLEGE OF KANSAS,CENTRAL CHRISTIAN COLLEGE
1611,CRAVE BEAUTY ACADEMY,
1612,DONNELLY COLLEGE,
1613,TRI-STATE BIBLE COLLEGE,TSBC TRI STATE BIBLE COLLEGE TRISTATE BIBLE COLLEGE
1614,WILLIAM JAMES COLLEGE,WILLIAM JAMES COLLEGE
1615,BEAL UNIVERSITY,
1616,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,
1617,CALVARY UNIVERSITY,
1618,DELTA STATE UNIVERSITY,
1619,BLUE MOUNTAIN COLLEGE,
1620,SOUTHEASTERN COMMUNITY COLLEGE,
1621,THE COLLEGE OF WOOSTER,WOOSTER
1622,HAYWOOD COMMUNITY COLLEGE,
1623,LIVING ARTS COLLEGE,LIVING ARTS COLLEGE @ SCHOOL OF COMMUNICATION ARTS
1624,HASTINGS COLLEGE,HASTINGS COLLEGE
1625,MIDLAND UNIVERSITY,MIDLANDU
1626,THE CREATIVE CENTER,"CREATIVE CENTER, COLLEGE OF ART & DESIGN"
1627,FORMATIONS INSTITUTE OF COSMETOLOGY & BARBERING,FORMATIONS INSTITUTE
1628,XENON INTERNATIONAL ACADEMY-OMAHA,XENON INTERNATIONAL SCHOOL OF HAIR DESIGN
1629,NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE,
1630,JOSEPH'S COLLEGE COSMETOLOGY,
1631,PERU STATE COLLEGE,PERU STATE
1632,DOANE UNIVERSITY,
1633,BELLEVUE UNIVERSITY,
1634,FRANKLIN PIERCE UNIVERSITY,"FRANKLIN PIERCE COLLEGE, FRANKLIN PIERCE, FPU, PIERCE"
1635,ST JOSEPH SCHOOL OF NURSING,
1636,SAINT ANSELM COLLEGE,
1637,NEW ENGLAND COLLEGE,NEC
1638,SOUTHERN NEW HAMPSHIRE UNIVERSITY,SNHU
1639,MAGDALEN COLLEGE,
1640,MCVSD,MCVSD
1641,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART,
1642,ASSUMPTION COLLEGE FOR SISTERS,ACS
1643,EASTERN NEW MEXICO UNIVERSITY-ROSWELL CAMPUS,
1644,ELMIRA BUSINESS INSTITUTE,
1645,DELAWARE CHENANGO MADISON OTSEGO BOCES-PRACTICAL NURSING PROGRAM,DCMO BOCES
1646,CLINTON ESSEX WARREN WASHINGTON BOCES,"CEWW BOCES, CHAMPLAIN VALLEY EDUCATIONAL SERVICES"
1647,COLUMBIA-GREENE COMMUNITY COLLEGE,
1648,SUNY COLLEGE OF TECHNOLOGY AT DELHI,SUNY DELHI
1649,RABBINICAL COLLEGE OF OHR SHIMON YISROEL,
1650,SUNY DOWNSTATE HEALTH SCIENCES UNIVERSITY,SUNY DOWNSTATE HEALTH SCIENCES UNIVERSITY
1651,RABBINICAL SEMINARY MKOR CHAIM,
1652,ST FRANCIS COLLEGE,SFC
1653,BROOKLYN LAW SCHOOL,
1654,RABBINICAL ACADEMY MESIVTA RABBI CHAIM BERLIN,
1655,CUNY NEW YORK CITY COLLEGE OF TECHNOLOGY,CITY TECH | NYCCT | NEW YORK CITY COLLEGE OF TECHNOLOGY | NEW YORK TECHNICAL COLLEGE
1656,ST. JOSEPH'S COLLEGE-NEW YORK,
1657,MESIVTA TORAH VODAATH RABBINICAL SEMINARY,
1658,MACHZIKEI HADATH RABBINICAL COLLEGE,
1659,CONTINENTAL SCHOOL OF BEAUTY CULTURE-ROCHESTER,
1660,ISABELLA GRAHAM HART SCHOOL OF PRACTICAL NURSING,IGH
1661,BRYANT & STRATTON COLLEGE-GREECE,
1662,LONG ISLAND UNIVERSITY,
1663,HUNTER BUSINESS SCHOOL,
1664,NATIONAL TRACTOR TRAILER SCHOOL INC-LIVERPOOL,NTTS
1665,POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL,POMEROY COLLEGE OF NURSING
1666,ANGELES COLLEGE,
1667,RABBINICAL COLLEGE BETH SHRAGA,
1668,UNIVERSITY OF FORT LAUDERDALE,
1669,AMBRIA COLLEGE OF NURSING,
1670,YESHIVATH VIZNITZ,
1671,ROCKLAND COUNTY BOCES-PRACTICAL NURSING PROGRAM,
1672,SUNY EMPIRE STATE COLLEGE,
1673,BELANGER SCHOOL OF NURSING,
1674,SULLIVAN COUNTY COMMUNITY COLLEGE,SUNY SULLIVAN SCCC
1675,ITHACA COLLEGE,
1676,SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY,
1677,KEUKA COLLEGE,
1678,WILEY COLLEGE,
1679,AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY,
1680,TONI & GUY HAIRDRESSING ACADEMY-ALBUQUERQUE,
1681,EMPIRE BEAUTY SCHOOL-CINCINNATI,GARY'S INCORPORATED
1682,MOLER HOLLYWOOD BEAUTY ACADEMY,
1683,THE CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,
1684,MERCY COLLEGE OF OHIO,MERCY COLLEGE
1685,STAUTZENBERGER COLLEGE-MAUMEE,
1686,HOBART INSTITUTE OF WELDING TECHNOLOGY,HIWT
1687,HEIDELBERG UNIVERSITY,HEIDELBURG COLLEGE|HIEDELBERG COLLEGE|HIEDELBURG COLLEGE|HEIDLEBERG COLLEGE|HEIDLEBURG COLLEGE|THE 'BERG|HEIDELBERG UNIVERSITY|HIEDELBERG UNIVERSITY|HEIDELBURG UNIVERSITY
1688,ENID BEAUTY COLLEGE,
1689,CENTRAL OKLAHOMA COLLEGE,CENTRAL STATE BEAUTY AND WELLNESS COLLEGE
1690,PHAGANS MEDFORD BEAUTY SCHOOL,
1691,PHAGANS GRANTS PASS COLLEGE OF BEAUTY,
1692,COLLEGE OF COSMETOLOGY,
1693,UNITED LUTHERAN SEMINARY,
1694,UPMC MERCY SCHOOL OF NURSING,
1695,CARLOW UNIVERSITY,
1696,GENEVA COLLEGE,
1697,PLATT COLLEGE-BERKS TECHNICAL INSTITUTE,
1698,EMPIRE BEAUTY SCHOOL-READING,
1699,BUCKS COUNTY SCHOOL OF BEAUTY CULTURE INC,
1700,PENNCO TECH-BRISTOL,
1701,ALDERSON BROADDUS UNIVERSITY,ALDERSON-BROADDUS COLLEGE
1702,VALLEY COLLEGE-MARTINSBURG,VALLEY COLLEGE OF TECHNOLOGY|VALLEY TRAINING CENTERS|VCT|VTC
1703,SAINT FRANCIS UNIVERSITY,
1704,MOUNT ALOYSIUS COLLEGE,
1705,COMMONWEALTH TECHNICAL INSTITUTE,CTI
1706,DLP CONEMAUGH MEMORIAL MEDICAL CENTER,MEMORIAL MEDICAL CENTER
1707,ERWIN TECHNICAL COLLEGE,D G ERWIN TECHNICAL CENTER
1708,LAUREL BUSINESS INSTITUTE,LBI
1709,JUNIATA COLLEGE,
1710,LEBANON VALLEY COLLEGE,LVC
1711,EMPIRE BEAUTY SCHOOL-LEBANON,
1712,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,
1713,LYCOMING COLLEGE,
1714,LANSDALE SCHOOL OF BUSINESS,
1715,JEAN MADELINE AVEDA INSTITUTE,"JEAN MADELINE EDUCATION CENTER OF COSMETOLOGY, INC"
1716,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PAFA
1717,EMPIRE BEAUTY SCHOOL-POTTSVILLE,
1718,KENNETH SHULER SCHOOL OF COSMETOLOGY-NORTH AUGUSTA,
1719,COKER UNIVERSITY,COKER
1720,CHARLESTON COSMETOLOGY INSTITUTE,
1721,PRESBYTERIAN COLLEGE,PC
1722,NEWBERRY COLLEGE,
1723,SHERMAN COLLEGE OF CHIROPRACTIC,SHERMAN COLLEGE / SCSC / SHERMAN COLLEGE OF CHIROPRACTIC / SHERMAN
1724,TRI COUNTY REGIONAL VOCATIONAL TECHNICAL HIGH SCHOOL,TRI-COUNTY RVTHS
1725,UNIVERSITY OF BRIDGEPORT,
1726,HARTFORD SEMINARY,
1727,TOURO UNIVERSITY CALIFORNIA,TUC
1728,TOURO UNIVERSITY NEVADA,
1729,SOUTH TEXAS COLLEGE OF LAW HOUSTON,
1730,UNIVERSITY OF HAWAII AT MANOA,UH MANOA / UHM
1731,BAYLOR COLLEGE OF MEDICINE,
1732,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTER,
1733,MOUNTAIN STATE COLLEGE,
1734,D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY,
1735,TALLAHASSEE COMMUNITY COLLEGE,
1736,FLORIDA ATLANTIC UNIVERSITY,FAU
1737,TRANSYLVANIA UNIVERSITY,
1738,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE
1739,BETHUNE-COOKMAN UNIVERSITY,BETHUNE-COOKMAN BETHUNE-COOKMAN COLLEGE BETHUNE COOKMAN BCC B-CC B-CU
1740,NORMANDALE COMMUNITY COLLEGE,
1741,UNIVERSITY OF MICHIGAN-FLINT,UM-FLINT
1742,CATAWBA COLLEGE,
1743,CARRINGTON COLLEGE-MESA,
1744,AUSTIN COLLEGE,
1745,TEXAS LUTHERAN UNIVERSITY,TLU
1746,INTERACTIVE COLLEGE OF TECHNOLOGY,
1747,CENTER FOR ADVANCED LEGAL STUDIES,
1748,NUVANI INSTITUTE,
1749,MCMURRY UNIVERSITY,MCMURRY COLLEGE|MCM|MCM UNIVERSITY|MCM COLLEGE|MCMURRY UNIVERSITY|MCMURRY COLLEGE|MCMURRY|MCMURRY
1750,CENTRAL TEXAS BEAUTY COLLEGE-ROUND ROCK,
1751,BROADVIEW UNIVERSITY-WEST JORDAN,
1752,MYOTHERAPY COLLEGE OF UTAH,
1753,RANDOLPH-MACON COLLEGE,RANDOLPH-MACON
1754,NORTHLAND COLLEGE,
1755,MARANATHA BAPTIST UNIVERSITY,"MBBC, MARANATHA COLLEGE, MARANATHA, MARANATHA BAPTIST COLLEGE, MARANATHA BIBLE COLLEGE, MARANATHA BAPTIST BIBLE COLLEGE, MARANTHA, MARANATHA UNIVERSITY, MARANATHA BAPTIST UNIVERSITY, MBU, MARANATHA BIBLE UNIVERSITY"
1756,NASHOTAH HOUSE,
1757,SCOTT COLLEGE OF COSMETOLOGY,
1758,OAKLAND COMMUNITY COLLEGE,
1759,WAKE TECHNICAL COMMUNITY COLLEGE,
1760,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,NC STATE UNIVERSITY | NC STATE | N C STATE UNIVERSITY | N C STATE | NCSU
1761,SHAW UNIVERSITY,
1762,BLUE CLIFF COLLEGE-GULFPORT,
1763,COPIAH-LINCOLN COMMUNITY COLLEGE,
1764,MISSISSIPPI COLLEGE,MC
1765,DUKE UNIVERSITY,
1766,REMINGTON COLLEGE-BATON ROUGE CAMPUS,
1767,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,LOUISVILLE SEMINARY | LOUISVILLE PRESBYTERIAN SEMINARY
1768,PINE MANOR COLLEGE,
1769,LIVINGSTONE COLLEGE,LIVINGSTONE COLLEGE
1770,MARIST COLLEGE,
1771,ENDICOTT COLLEGE,
1772,ROSSLYN TRAINING ACADEMY OF COSMETOLOGY,
1773,SHASTA SCHOOL OF COSMETOLOGY,
1774,CREVIER'S ACADEMY OF COSMETOLOGY ARTS,
1775,CARRINGTON COLLEGE-ALBUQUERQUE,CARRINGTON COLLEGE-ALBUQUERQUE
1776,ALLEN SCHOOL-PHOENIX,ALLEN SCHOOL OF HEALTH SCIENCES - PHOENIX
1777,STRAYER UNIVERSITY-TENNESSEE,
1778,WELLSPRING SCHOOL OF ALLIED HEALTH-LAWRENCE,WELLSPRING - LAWRENCE
1779,PAUL MITCHELL THE SCHOOL-MICHIGAN,
1780,CAMBRIDGE COLLEGE OF HEALTHCARE & TECHNOLOGY,
1781,COZMO BEAUTY SCHOOL,
1782,CELEBRITY SCHOOL OF BEAUTY,
1783,OMEGA STUDIOS' SCHOOL OF APPLIED RECORDING ARTS & SCIENCES,
1784,DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,
1785,JERSEY COLLEGE,
1786,PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,
1787,THE TEMPLE-A PAUL MITCHELL PARTNER SCHOOL,THE TEMPLE FREDERICK
1788,CENTER FOR MASSAGE,
1789,PLATT COLLEGE-MILLER-MOTTE-RALEIGH,
1790,NORTHWEST KANSAS TECHNICAL COLLEGE,NWKTC NORTHWEST TECH
1791,STEVENSONS ACADEMY OF HAIR DESIGN,
1792,SOUTHERN UNIVERSITY AT NEW ORLEANS,SUNO
1793,XAVIER UNIVERSITY OF LOUISIANA,
1794,FORTIS INSTITUTE-TOWSON,FORTIS INSTITUTE - TOWSON
1795,MONTGOMERY BEAUTY SCHOOL,
1796,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,
1797,BOSTON BAPTIST COLLEGE,
1798,BAY STATE COLLEGE,
1799,EMPIRE BEAUTY SCHOOL-BOSTON,
1800,ROB ROY ACADEMY-NEW BEDFORD,
1801,NEW ENGLAND COLLEGE OF OPTOMETRY,THE NEW ENGLAND COLLEGE OF OPTOMETRY/ NECO/ NEEI/NEW ENGLAND EYE INSTITUTE
1802,SAINT JOHN'S SEMINARY,
1803,SPRINGFIELD COLLEGE,
1804,BAKER COLLEGE,
1805,MINNESOTA STATE UNIVERSITY-MANKATO,
1806,NORTH HENNEPIN COMMUNITY COLLEGE,
1807,CENTURY COLLEGE,
1808,AQUINAS INSTITUTE OF THEOLOGY,"AQUINAS INSTITUTE, A.I., A.I.T."
1809,CENTRAL METHODIST UNIVERSITY-COLLEGE OF LIBERAL ARTS AND SCIENCES,CMU - CLAS
1810,UNIVERSITY OF MISSOURI-ST LOUIS,
1811,COLLEGE OF THE OZARKS,
1812,UNIVERSITY OF NEBRASKA-LINCOLN,
1813,UNIVERSITY OF NEVADA-RENO,
1814,EMPIRE BEAUTY SCHOOL-SOMERSWORTH,
1815,JFK MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,
1816,TALMUDICAL ACADEMY-NEW JERSEY,
1817,TETERBORO SCHOOL OF AERONAUTICS,
1818,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,UNM
1819,ADELPHI UNIVERSITY,
1820,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,
1821,ALBANY MEDICAL COLLEGE,
1822,BRYANT & STRATTON COLLEGE-SYRACUSE NORTH,
1823,CUNY BRONX COMMUNITY COLLEGE,BCC | BRONX CC | BRONX COMMUNITY COLLEGE
1824,CUNY MEDGAR EVERS COLLEGE,MEDGAR | MEC | MEDGAR EVERS | MEDGAR EVERS COLLEGE
1825,CUNY SCHOOL OF LAW,LAW SCHOOL | CUNY LAW SCHOOL
1826,D'YOUVILLE COLLEGE,
1827,HOUGHTON COLLEGE,HOUGHTON
1828,ISLAND DRAFTING AND TECHNICAL INSTITUTE,
1829,MIDWAY PARIS BEAUTY SCHOOL,
1830,MOLLOY COLLEGE,
1831,NIAGARA UNIVERSITY,
1832,OHR HAMEIR THEOLOGICAL SEMINARY,
1833,OTSEGO AREA BOCES-PRACTICAL NURSING PROGRAM,OASPN
1834,CONTINENTAL SCHOOL OF BEAUTY CULTURE-WEST SENECA,
1835,DAVIS COLLEGE,
1836,UNIVERSITY OF ROCHESTER,
1837,RUSSELL SAGE COLLEGE,
1838,SCHENECTADY COUNTY COMMUNITY COLLEGE,"SUNY SCHENECTADY COUNTY COMMUNITY COLLEGE, SUNY SCHENECTADY"
1839,SH'OR YOSHUV RABBINICAL COLLEGE,
1840,SUNY AT FREDONIA,
1841,TALMUDICAL INSTITUTE OF UPSTATE NEW YORK,
1842,EXCELSIOR COLLEGE,
1843,YESHIVA SHAAR HATORAH,
1844,YESHIVATH ZICHRON MOSHE,
1845,GUILFORD COLLEGE,
1846,HALIFAX COMMUNITY COLLEGE,
1847,METHODIST UNIVERSITY,METHODIST
1848,UNIVERSITY OF MOUNT OLIVE,
1849,COLLEGE OF WILMINGTON,
1850,DAYTON BARBER COLLEGE,
1851,UNIVERSITY OF DAYTON,
1852,GERBERS AKRON BEAUTY SCHOOL,
1853,NORTHWEST COLLEGE-EUGENE,NORTHWEST COLLEGE - SCHOOL OF BEAUTY
1854,KENT STATE UNIVERSITY AT KENT,
1855,LAKE ERIE COLLEGE,LEC
1856,OHIO BUSINESS COLLEGE-SANDUSKY,
1857,DIXIE STATE UNIVERSITY,DIXIE
1858,PAUL MITCHELL THE SCHOOL-SALT LAKE CITY,
1859,SWEET BRIAR COLLEGE,
1860,CONCORDIA UNIVERSITY-WISCONSIN,CUW
1861,THE PROFESSIONAL HAIR DESIGN ACADEMY,PHD ACADEMY
1862,CARIBBEAN UNIVERSITY-CAROLINA,
1863,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO,
1864,CEM COLLEGE-SAN JUAN,
1865,UNIVERSIDAD TEOLOGICA DEL CARIBE,UTC
1866,INSTITUTO TECNOLOGICO DE PUERTO RICO-RECINTO DE PONCE,MARIA E. ARCHEVAL SALAMO DE VALDES
1867,INSTITUTO TECNOLOGICO DE PUERTO RICO-RECINTO DE SAN JUAN,
1868,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SAN GERMAN,
1869,INTER AMERICAN UNIVERSITY OF PUERTO RICO-GUAYAMA,
1870,MODERN HAIRSTYLING INSTITUTE-BAYAMON,
1871,MODERN HAIRSTYLING INSTITUTE-ARECIBO,
1872,PONCE HEALTH SCIENCES UNIVERSITY,
1873,UNIVERSITY OF PUERTO RICO-CENTRAL ADMINISTRATION,UPR-AC
1874,YESHIVAH GEDOLAH RABBINICAL COLLEGE,
1875,ALABAMA STATE COLLEGE OF BARBER STYLING,ASCBS
1876,ADLER GRADUATE SCHOOL,
1877,NATIONAL TRACTOR TRAILER SCHOOL INC-BUFFALO,N.T.T.S.
1878,PHOENIX SEMINARY,
1879,INNER STATE BEAUTY SCHOOL,
1880,THE COLLEGE OF HEALTH CARE PROFESSIONS-NORTHWEST,
1881,BROOKLINE COLLEGE-TEMPE,
1882,EMPIRE BEAUTY SCHOOL-HANOVER,
1883,TINT SCHOOL OF MAKEUP AND COSMETOLOGY-DALLAS,
1884,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,
1885,ARIZONA BOARD OF REGENTS,
1886,PRAXIS INSTITUTE,
1887,FORTIS COLLEGE-FOLEY,
1888,UNIVERSAL TECHNICAL INSTITUTE OF CALIFORNIA INC,UNIVERSAL TECHNICAL INSTITUTE UTI-RANCHO
1889,REMINGTON COLLEGE-LITTLE ROCK CAMPUS,
1890,TONI & GUY HAIRDRESSING ACADEMY-COLORADO SPRINGS,
1891,TURNING POINT BEAUTY COLLEGE,
1892,UNIVERSAL TECHNICAL INSTITUTE OF PENNSYLVANIA INC,UNIVERSAL TECHNICAL INSTITUTE UTI-PA UTI-EXTON
1893,ACADEMY OF HAIR DESIGN-JASPER,
1894,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,PIHMA COLLEGE & CLINIC
1895,TUCSON COLLEGE OF BEAUTY,
1896,COLUMBIA SOUTHERN UNIVERSITY,
1897,BRYAN UNIVERSITY,
1898,AUBURN UNIVERSITY AT MONTGOMERY,AUM||AUBURN UNIVERSITY AT MONTGOMERY|AUBURN MONTGOMERY
1899,AUBURN UNIVERSITY,
1900,SOUTH UNIVERSITY-MONTGOMERY,
1901,HERITAGE CHRISTIAN UNIVERSITY,
1902,UNIVERSITY OF MONTEVALLO,
1903,NORTHEAST ALABAMA COMMUNITY COLLEGE,"NORTHEAST, NACC, NORTHEAST ALABAMA STATE JUNIOR COLLEGE, NORTHEAST ALABAMA STATE COMMUNITY COLLEGE"
1904,OAKWOOD UNIVERSITY,OU
1905,SELMA UNIVERSITY,
1906,LINCOLN UNIVERSITY,
1907,SALON SUCCESS ACADEMY-CORONA,
1908,ALASKA CAREER COLLEGE,
1909,CHARTER COLLEGE,
1910,UNIVERSITY OF ALASKA SYSTEM OF HIGHER EDUCATION,UA
1911,UNIVERSITY OF ALASKA SOUTHEAST,
1912,UNIVERSITY OF ALABAMA IN HUNTSVILLE,UAH UNIVERSITY OF ALABAMA HUNTSVILLE
1913,JUDSON COLLEGE,
1914,HENDRIX COLLEGE,
1915,JEFFERSON REGIONAL MEDICAL CENTER SCHOOL OF NURSING,JRMC SCHOOL OF NURSING
1916,UNIVERSITY OF THE OZARKS,OZARKS
1917,WILLIAMS BAPTIST UNIVERSITY,
1918,PRESCOTT COLLEGE,PRESCOT COLLEGE | PRESCOTT UNIVERSITY | PRESCOTT UNIVERSITY | PRESCOTT | PC | PRESCOTT CENTER FOR ALTERNATIVE EDUCATION
1919,COVENANT COLLEGE,
1920,COLUMBUS TECHNICAL COLLEGE,
1921,HERZING UNIVERSITY-NEW ORLEANS,
1922,COSMETOLOGY TRAINING CENTER,
1923,OPELOUSAS SCHOOL OF COSMETOLOGY,
1924,LASALLE TECH,
1925,DIMAN REGIONAL TECHNICAL INSTITUTE,
1926,JOLIE HAIR AND BEAUTY ACADEMY-LUDLOW,
1927,CATHERINE HINDS INSTITUTE OF ESTHETICS,
1928,MICHAELS SCHOOL OF HAIR DESIGN AND ESTHETICS-PAUL MITCHELL PARTNER SCHOOL,
1929,ALFRED UNIVERSITY,
1930,ASHER INSTITUTE OF HAMPTON,ASHER INSTITUTE OF HAMPTON
1931,CENTRA COLLEGE,
1932,UNITED STATES SPORTS ACADEMY,THE ACADEMY AMERICA'S SPORTS UNIVERSITY
1933,BEACON COLLEGE,
1934,FLORIDA MEMORIAL UNIVERSITY,
1935,ROLLINS COLLEGE,ROLLINS
1936,JOHNSON UNIVERSITY FLORIDA,JUFL
1937,SAINT VINCENT DE PAUL REGIONAL SEMINARY,ST. VINCENT DE PAUL REGIONAL SEMINARY | ST. VINCENT DE PAUL REGIONAL SEMINARY
1938,SCHILLER INTERNATIONAL UNIVERSITY,
1939,JOHNSON COUNTY COMMUNITY COLLEGE,JCCC
1940,ROXBURY COMMUNITY COLLEGE,
1941,MASSACHUSETTS COLLEGE OF ART AND DESIGN,
1942,ROCKHURST UNIVERSITY,ROCKHURST
1943,NAZARENE THEOLOGICAL SEMINARY,
1944,PARK UNIVERSITY,
1945,HARRIS-STOWE STATE UNIVERSITY,HARRIS-STOWE STATE COLLEGE HARRIS-STOWE
1946,NEBRASKA WESLEYAN UNIVERSITY,
1947,GEORGIAN COURT UNIVERSITY,
1948,NEW MEXICO STATE UNIVERSITY-DONA ANA,NMSU-DONA ANA
1949,ST. JOHN'S COLLEGE,
1950,DAEMEN COLLEGE,
1951,UNIVERSITY OF CENTRAL OKLAHOMA,"UCO, CENTRAL"
1952,TRIANGLE TECH INC-PITTSBURGH,
1953,MOODY BIBLE INSTITUTE,MOODY THEOLOGICAL SEMINARY AND GRADUATE SCHOOL; MOODY THEOLOGICAL SEMINARY AND GRADUATE SCHOOL--MICHIGAN; MOODY BIBLE INSTITUTE AVIATION--SPOKANE
1954,"JOSEF'S SCHOOL OF HAIR, SKIN & BODY-FARGO",
1955,SUMMIT SALON ACADEMY-GAINESVILLE,SUMMIT SALON ACADEMY - GAINESVILLE
1956,INNOVATIONS DESIGN ACADEMY,
1957,AVEDA FREDRIC'S INSTITUTE-INDIANAPOLIS,
1958,SUMMIT SALON ACADEMY,
1959,AVENUE FIVE INSTITUTE,
1960,ANTIOCH COLLEGE AG,
1961,INSTITUTE OF ADVANCED MEDICAL ESTHETICS,
1962,GARY MANUEL AVEDA INSTITUTE,GMAI
1963,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,
1964,EMPIRE BEAUTY SCHOOL-E MEMPHIS,
1965,EMPIRE BEAUTY SCHOOL-NASHVILLE,
1966,EMPIRE BEAUTY SCHOOL-SPEEDWAY,
1967,PAUL MITCHELL THE SCHOOL-COLORADO SPRINGS,
1968,THE SALON PROFESSIONAL ACADEMY-FT MYERS,
1969,CONCORDE CAREER COLLEGE-SAN ANTONIO,
1970,JOHNSON & WALES UNIVERSITY-ONLINE,
1971,GEISINGER-LEWISTOWN HOSPITAL SCHOOL OF NURSING,
1972,MILAN INSTITUTE OF COSMETOLOGY-EL PASO,
1973,YESHIVA GEDOLAH ZICHRON LEYMA,
1974,ICPR JUNIOR COLLEGE,
1975,ARTISTIC NAILS AND BEAUTY ACADEMY-LAKELAND,
1976,AMERICAN SENTINEL UNIVERSITY,
1977,PENROSE ACADEMY,
1978,SKIN INSTITUTE,
1979,BEAUTY ACADEMY OF SOUTH FLORIDA,
1980,THE SALON PROFESSIONAL ACADEMY-ST CHARLES,
1981,MILDRED ELLEY-NEW YORK CAMPUS,
1982,CAROLINA COLLEGE OF BIBLICAL STUDIES,
1983,ALLSTATE HAIRSTYLING & BARBER COLLEGE,"ALLSTATE BARBER COLLEGE, INC."
1984,STEVENS-HENAGER COLLEGE,
1985,BELLA CAPELLI ACADEMY,BELLA CAPELLI ACADEMY A PAUL MITCHELL PARTNER SCHOOL
1986,INSTITUTE OF MEDICAL CAREERS,D/B/A INSTITUTE OF MEDICAL AND BUSINESS CAREERS
1987,MANDALYN ACADEMY,
1988,ADVANCED TRAINING INSTITUTE,
1989,SOUTH UNIVERSITY-AUSTIN,
1990,THE SALON PROFESSIONAL ACADEMY-KENOSHA,"TSPA KENOSHA, KENOSHA TSPA"
